=== Run information ===

Scheme:       weka.classifiers.misc.InputMappedClassifier -I -trim -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     bodyPerformance
Instances:    10745
Attributes:   12
              age
              gender
              height_cm
              weight_kg
              body fat_%
              diastolic
              systolic
              gripForce
              sit and bend forward_cm
              sit-ups counts
              broad jump_cm
              class
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

InputMappedClassifier:

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
Attribute mappings:

Model attributes                   	    Incoming attributes
-----------------------------------	    ----------------
(numeric) age                      	--> 1 (numeric) age
(nominal) gender                   	--> 2 (nominal) gender
(numeric) height_cm                	--> 3 (numeric) height_cm
(numeric) weight_kg                	--> 4 (numeric) weight_kg
(numeric) body fat_%               	--> 5 (numeric) body fat_%
(numeric) diastolic                	--> 6 (numeric) diastolic
(numeric) systolic                 	--> 7 (numeric) systolic
(numeric) gripForce                	--> 8 (numeric) gripForce
(numeric) sit and bend forward_cm  	--> 9 (numeric) sit and bend forward_cm
(numeric) sit-ups counts           	--> 10 (numeric) sit-ups counts
(numeric) broad jump_cm            	--> 11 (numeric) broad jump_cm
(nominal) class                    	--> 12 (nominal) class


Time taken to build model: 4.7 seconds

=== Predictions on test set ===

    inst#     actual  predicted      error
     2320     71.4       70.261     -1.139 
     2321     76         73.434     -2.566 
     2322     72.5       74.541      2.041 
     2323     91.4       79.501    -11.899 
     2324     74.6       71.095     -3.505 
     2325     59.2       57.518     -1.682 
     2326     68         71.275      3.275 
     2327     76.9       77.75       0.85  
     2328     54.5       58.208      3.708 
     2329     65.4       57.461     -7.939 
     2330     50.8       53.304      2.504 
     2331     65.72      69.687      3.967 
     2332     58.7       60.29       1.59  
     2333     68         69.507      1.507 
     2334     56.3       55.306     -0.994 
     2335     77.4       79.787      2.387 
     2336     59.6       57.238     -2.362 
     2337     61         59.692     -1.308 
     2338     79.6       73.707     -5.893 
     2339     88.2       80.326     -7.874 
     2340     53.9       55.781      1.881 
     2341     54.4       58.744      4.344 
     2342     86         77.61      -8.39  
     2343     50.1       51.473      1.373 
     2344     90.6       85.134     -5.466 
     2345     81.6       79.524     -2.076 
     2346     58.9       53.054     -5.846 
     2347     66.2       64.148     -2.052 
     2348     98.7       77.643    -21.057 
     2349     52.5       56.44       3.94  
     2350     52.7       52.114     -0.586 
     2351     61.1       67.406      6.306 
     2352     49.6       51.356      1.756 
     2353     70.3       70.831      0.531 
     2354     65.7       67.798      2.098 
     2355     69.3       71.985      2.685 
     2356     70.36      69.839     -0.521 
     2357     63.6       62.512     -1.088 
     2358     47.6       53.297      5.697 
     2359     74.9       78.651      3.751 
     2360     97.6       86.76     -10.84  
     2361     67.4       71.015      3.615 
     2362     72.5       71.861     -0.639 
     2363     54.7       58.169      3.469 
     2364     51.8       52.135      0.335 
     2365     48.1       57.164      9.064 
     2366     65.9       66.192      0.292 
     2367     59.2       53.301     -5.899 
     2368     69.5       74.808      5.308 
     2369     74.6       73.218     -1.382 
     2370     76.3       66.575     -9.725 
     2371     58.1       55.66      -2.44  
     2372     65.8       71.388      5.588 
     2373     82.9       81.361     -1.539 
     2374     88.8       81.933     -6.867 
     2375     73.8       65.194     -8.606 
     2376     71         66.589     -4.411 
     2377     72.3       77.263      4.963 
     2378     65.8       73.158      7.358 
     2379     52.5       60.101      7.601 
     2380     93.9       86.859     -7.041 
     2381     62.4       63.072      0.672 
     2382     73.14      73.592      0.452 
     2383     75.02      67.06      -7.96  
     2384     72.1       71.865     -0.235 
     2385     79.3       78.024     -1.276 
     2386     50.3       52.776      2.476 
     2387     74.9       84.914     10.014 
     2388     71.3       63.109     -8.191 
     2389     67         68.294      1.294 
     2390     65.9       71.896      5.996 
     2391     63.9       62.776     -1.124 
     2392     73.8       70.577     -3.223 
     2393     65.4       69.464      4.064 
     2394     57.3       56.451     -0.849 
     2395     88.6       80.888     -7.712 
     2396     91.3       87.406     -3.894 
     2397     78.9       69.987     -8.913 
     2398     81.6       80.193     -1.407 
     2399     83.6       87.867      4.267 
     2400     73.7       74.257      0.557 
     2401     67.92      71.297      3.377 
     2402     79.7       74.13      -5.57  
     2403     65.9       66.543      0.643 
     2404     56.4       54.618     -1.782 
     2405     64.8       60.757     -4.043 
     2406     57.8       55.676     -2.124 
     2407     65.5       66.242      0.742 
     2408     55.3       53.74      -1.56  
     2409     60.6       68.752      8.152 
     2410     72.4       69.568     -2.832 
     2411     53.9       60.308      6.408 
     2412     80.7       75.234     -5.466 
     2413     64.9       62.424     -2.476 
     2414     55.9       54.873     -1.027 
     2415     75.9       77.593      1.693 
     2416     53.1       52.597     -0.503 
     2417     56.9       55.728     -1.172 
     2418     64.5       71.071      6.571 
     2419     60.7       58.361     -2.339 
     2420     74.6       77.954      3.354 
     2421     72.6       73.608      1.008 
     2422     53.8       52.973     -0.827 
     2423     83.1       77.058     -6.042 
     2424     71         69.524     -1.476 
     2425     71.1       67.174     -3.926 
     2426     67.9       67.696     -0.204 
     2427     65.1       64.389     -0.711 
     2428     60.6       59.321     -1.279 
     2429     75.1       73.009     -2.091 
     2430     54         56.957      2.957 
     2431     46.3       49.092      2.792 
     2432     52.4       64.015     11.615 
     2433     48.2       53.154      4.954 
     2434     58.4       55.288     -3.112 
     2435     49.7       58.693      8.993 
     2436     72.5       76.187      3.687 
     2437     70         68.041     -1.959 
     2438     55         55.474      0.474 
     2439     60.7       56.698     -4.002 
     2440     45         52.118      7.118 
     2441     80.4       74.119     -6.281 
     2442     81.7       78.168     -3.532 
     2443     57.9       66.45       8.55  
     2444     71.1       75.083      3.983 
     2445     76.4       73.757     -2.643 
     2446     75.8       85.773      9.973 
     2447     57.1       57.729      0.629 
     2448     84.1       81.39      -2.71  
     2449     76.5       78.41       1.91  
     2450     78.3       79.766      1.466 
     2451     71.1       75.978      4.878 
     2452     93.7       83.238    -10.462 
     2453     51.1       49.318     -1.782 
     2454     71.2       66.83      -4.37  
     2455     67.9       70.933      3.033 
     2456     47.1       51.744      4.644 
     2457     83.3       74.772     -8.528 
     2458     64.1       72.936      8.836 
     2459     74.7       77.79       3.09  
     2460     52.5       50.6       -1.9   
     2461     85.8       82.213     -3.587 
     2462     68.3       66.38      -1.92  
     2463     93.3       83.571     -9.729 
     2464     62.8       66.787      3.987 
     2465     58.9       62.608      3.708 
     2466     57.6       54.634     -2.966 
     2467     81.1       77.125     -3.975 
     2468     57.5       60.338      2.838 
     2469     67.6       69.989      2.389 
     2470     61         68.235      7.235 
     2471     74.2       74.741      0.541 
     2472     79.5       76.04      -3.46  
     2473     83.5       82.971     -0.529 
     2474     62.8       59.076     -3.724 
     2475     56.6       60.106      3.506 
     2476     56.2       55.676     -0.524 
     2477     43.4       48.923      5.523 
     2478     57.1       56.669     -0.431 
     2479     71.2       68.972     -2.228 
     2480     65.6       61.447     -4.153 
     2481     60.6       64.986      4.386 
     2482    114.8       92.041    -22.759 
     2483     68.8       72.362      3.562 
     2484     49.7       55.368      5.668 
     2485     71.5       68.564     -2.936 
     2486     56.3       57.57       1.27  
     2487     70.7       72.729      2.029 
     2488    101.8       90.732    -11.068 
     2489     58         57.437     -0.563 
     2490     46.3       55.703      9.403 
     2491     73.2       78.829      5.629 
     2492     74.5       67.345     -7.155 
     2493     61.6       61.909      0.309 
     2494     50.4       51.18       0.78  
     2495     62.2       62.548      0.348 
     2496     88.8       83.438     -5.362 
     2497     70.8       74.542      3.742 
     2498     57.6       59.157      1.557 
     2499     74.8       70.899     -3.901 
     2500     68.7       74.197      5.497 
     2501     64.8       62.784     -2.016 
     2502     73.3       75.763      2.463 
     2503     68.5       70.984      2.484 
     2504     59.7       58.039     -1.661 
     2505     64.9       68.472      3.572 
     2506     85.3       76.663     -8.637 
     2507     78.5       78.065     -0.435 
     2508     80.5       76.265     -4.235 
     2509     72.4       70.286     -2.114 
     2510     68.8       65.173     -3.627 
     2511     70.9       77.674      6.774 
     2512     69         64.986     -4.014 
     2513     84.9       80.572     -4.328 
     2514     53         50.717     -2.283 
     2515     70         68.055     -1.945 
     2516     67.7       71.209      3.509 
     2517     80.1       76.335     -3.765 
     2518     74.84      74.772     -0.068 
     2519     73.5       72.831     -0.669 
     2520     75.34      74.473     -0.867 
     2521     64.3       59.385     -4.915 
     2522     50.6       46.49      -4.11  
     2523     84.9       81.053     -3.847 
     2524     54.9       53.859     -1.041 
     2525     64.7       68.818      4.118 
     2526     68         72.46       4.46  
     2527     77.6       77.066     -0.534 
     2528     77.7       76.958     -0.742 
     2529     73.8       70.597     -3.203 
     2530     54.3       55.021      0.721 
     2531     77.8       82.681      4.881 
     2532     87.5       84.694     -2.806 
     2533     59.8       62.79       2.99  
     2534     55.8       67.205     11.405 
     2535     79.8       69.024    -10.776 
     2536     65.4       68.274      2.874 
     2537     66.5       66.96       0.46  
     2538     57.3       54.966     -2.334 
     2539     55.9       59.718      3.818 
     2540     78.5       63.408    -15.092 
     2541     92.2       80.388    -11.812 
     2542     54         56.18       2.18  
     2543     48.34      53.688      5.348 
     2544     58.4       58.179     -0.221 
     2545     46.8       56.048      9.248 
     2546     86         74.289    -11.711 
     2547     49.6       50.75       1.15  
     2548     73         69.22      -3.78  
     2549     71.6       73.447      1.847 
     2550     62.3       75.143     12.843 
     2551     73.7       73.317     -0.383 
     2552     57         56.034     -0.966 
     2553     46         51.708      5.708 
     2554     74.44      71.336     -3.104 
     2555     48.1       46.295     -1.805 
     2556     58.86      58.515     -0.345 
     2557     50.7       54.631      3.931 
     2558     58.2       54.775     -3.425 
     2559     66.56      67.643      1.083 
     2560     68.9       62.537     -6.363 
     2561     57         61.889      4.889 
     2562     64.6       65.252      0.652 
     2563     67.8       68.91       1.11  
     2564     58.4       54.541     -3.859 
     2565     71.1       80.862      9.762 
     2566     83.9       87.535      3.635 
     2567     72.2       74.237      2.037 
     2568     63.5       58.115     -5.385 
     2569     48.5       55.271      6.771 
     2570     49.3       50.586      1.286 
     2571     73.5       72.76      -0.74  
     2572     64.6       67.437      2.837 
     2573     66.9       72.751      5.851 
     2574     52.5       55.93       3.43  
     2575     79.4       81.701      2.301 
     2576     70.5       60.486    -10.014 
     2577     81.3       82.914      1.614 
     2578     60.6       58.395     -2.205 
     2579     81.8       76.606     -5.194 
     2580     87.2       79.628     -7.572 
     2581     81.4       81.507      0.107 
     2582     66.1       76.526     10.426 
     2583     51.5       48.514     -2.986 
     2584     68         69.349      1.349 
     2585     73.9       68.543     -5.357 
     2586     72.9       70.319     -2.581 
     2587     66.4       65.715     -0.685 
     2588     76.7       82.551      5.851 
     2589     73.8       68.732     -5.068 
     2590     68         72.593      4.593 
     2591     54.5       56.099      1.599 
     2592     71.8       73.751      1.951 
     2593     68.8       70.739      1.939 
     2594     64.5       61.793     -2.707 
     2595     60.7       73.165     12.465 
     2596     48.1       49.604      1.504 
     2597     79.9       82.078      2.178 
     2598     76.3       74.481     -1.819 
     2599     76.6       80.086      3.486 
     2600     71.1       75.422      4.322 
     2601     73.6       77.676      4.076 
     2602     82.1       73.499     -8.601 
     2603     60.8       64.476      3.676 
     2604     59.7       57.453     -2.247 
     2605     69.9       69.175     -0.725 
     2606     60.6       63.578      2.978 
     2607     82.1       85.743      3.643 
     2608     63.24      64.347      1.107 
     2609     77.8       74.88      -2.92  
     2610     62.6       69.507      6.907 
     2611     78.9       76.099     -2.801 
     2612     64.1       63.313     -0.787 
     2613     51.3       54.692      3.392 
     2614     80.9       70.911     -9.989 
     2615     53.9       53.709     -0.191 
     2616     78         72.454     -5.546 
     2617     69.1       73.396      4.296 
     2618     49.1       52.942      3.842 
     2619     81.64      77.947     -3.693 
     2620     56.1       55.692     -0.408 
     2621     69.1       69.151      0.051 
     2622     65.4       59.734     -5.666 
     2623     50         52.225      2.225 
     2624     65.9       64.705     -1.195 
     2625     77.7       76.798     -0.902 
     2626     61.9       67.05       5.15  
     2627     57.8       57.303     -0.497 
     2628     65.9       65.458     -0.442 
     2629     70.5       72.581      2.081 
     2630     75.3       77.09       1.79  
     2631     53.3       54.856      1.556 
     2632     62.9       65.37       2.47  
     2633     65.3       73.213      7.913 
     2634     47.5       50.879      3.379 
     2635     61.6       57.307     -4.293 
     2636     54.9       55.959      1.059 
     2637     69.6       68.446     -1.154 
     2638     64.6       64.02      -0.58  
     2639     66.12      68.632      2.512 
     2640     83.9       86.807      2.907 
     2641     59.8       72.065     12.265 
     2642     49         52.484      3.484 
     2643     77.2       77.657      0.457 
     2644     95         95.03       0.03  
     2645     43.82      49.359      5.539 
     2646     54.7       56.476      1.776 
     2647     53         55.865      2.865 
     2648     68.1       73.326      5.226 

=== Evaluation on test set ===

Time taken to test model on supplied test set: 0.77 seconds

=== Summary ===

Correlation coefficient                  0.9059
Mean absolute error                      3.8866
Root mean squared error                  5.1081
Relative absolute error                 40.167  %
Root relative squared error             42.6191 %
Total Number of Instances             2648     

